Index,Name,Form,Pokemon,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Product (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Product (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U),Rank % (L),Rank # (L),Stat Product (L),Dust Cost (L),Candy Cost (L),Name (L),Form (L),Sha/Pur (L),Marked for PvP use
1122,Meowth,Normal,52,♂,404,77,9,6,4,42.2,22.0,22.0,,,,"2023-07-09 13:22",7/8/2023,,,0,0,0,3000,27.13%,2985,93.84%,185000,246,Persian,Normal,0,35.85%,2628,85.15%,464000,288,Persian,Normal,0,35.09%,2659,90.71%,36000,32,Meowth,Normal,0,
1123,Zigzagoon,Galarian,263,♀,430,92,14,12,7,73.3,33.0,33.0,,,,"2023-07-09 13:22",7/8/2023,,,0,0,0,7000,29.99%,2868,93.64%,36000,67,Linoone,Galarian,0,31.50%,2806,95.04%,78000,221,Obstagoon,,0,73.48%,1087,92.05%,192000,150,Zigzagoon,Galarian,0,
1124,Poochyena,,261,♂,264,59,7,11,1,42.2,16.0,16.0,,,,"2023-07-09 13:22",7/8/2023,,,0,0,0,1900,60.88%,1603,95.77%,92600,132,Mightyena,,0,39.90%,2462,85.98%,492600,314,Mightyena,,0,59.15%,1674,92.35%,97600,86,Poochyena,,0,
1125,Treecko,,252,♀,12,12,0,9,14,51.1,1.0,1.0,,,,"2023-07-09 13:22",7/8/2023,,,0,0,0,200,99.29%,30,98.47%,270000,329,Grovyle,,0,98.12%,78,98.84%,250000,399,Sceptile,Normal,0,97.95%,85,97.52%,40000,52,Treecko,,0,
1126,Patrat,,504,♀,564,99,7,9,13,64.4,28.0,28.0,,,,"2023-07-09 13:21",7/8/2023,,,0,0,0,4500,77.88%,907,96.26%,41000,86,Watchog,,0,80.15%,814,91.19%,419000,248,Watchog,,0,,,,,,,,,
1127,Torchic,,255,♂,191,47,14,0,9,51.1,7.0,7.0,,,,"2023-07-09 13:21",7/8/2023,,,0,0,0,800,8.42%,3751,92.88%,37700,167,Blaziken,Normal,0,3.86%,3938,93.53%,185200,309,Blaziken,Normal,0,45.42%,2236,91.75%,8500,35,Combusken,,0,
1128,Sawk,,539,♂,2083,134,1,8,6,33.3,29.0,29.0,,,,"2023-07-09 13:21",7/8/2023,,,0,0,0,5000,,,,,,,,,87.96%,494,97.77%,150000,175,Sawk,,0,,,,,,,,,
1129,Shroomish,,285,♀,111,51,2,15,6,51.1,6.0,6.0,,,,"2023-07-09 13:21",7/8/2023,,,0,0,0,600,93.36%,273,97.46%,49400,103,Breloom,,0,86.52%,553,97.42%,308400,344,Breloom,,0,97.26%,113,97.34%,80400,80,Shroomish,,0,
1130,Zigzagoon,Galarian,263,♀,220,74,6,8,15,64.4,18.0,18.0,,,,"2023-07-09 13:21",7/8/2023,,,0,0,0,2200,84.20%,648,96.62%,14400,137,Obstagoon,,0,73.38%,1091,96.85%,234400,381,Obstagoon,,0,87.94%,495,94.10%,484400,256,Zigzagoon,Galarian,0,
1131,Treecko,,252,♂,132,38,7,15,12,75.6,5.0,5.0,,,,"2023-07-09 13:21",7/8/2023,,,0,0,0,600,90.13%,405,96.87%,195600,223,Grovyle,,0,91.94%,331,98.02%,195600,323,Sceptile,Normal,0,98.73%,53,98.06%,9600,37,Grovyle,,0,
1132,Torchic,,255,♂,622,81,9,13,2,53.3,22.0,22.0,,,,"2023-07-09 13:21",7/8/2023,,,0,0,0,3000,31.11%,2822,93.93%,185000,221,Combusken,,0,39.10%,2495,95.46%,126000,245,Blaziken,Normal,0,,,,,,,,,
1133,Torchic,,255,♂,107,35,12,10,9,68.9,4.0,4.0,,,,"2023-07-09 13:21",7/8/2023,,,0,0,0,400,37.61%,2556,94.28%,212400,245,Combusken,,0,49.38%,2074,95.82%,166400,289,Blaziken,Normal,0,71.84%,1154,94.66%,2600,130,Blaziken,Normal,0,
1134,Mudkip,,258,♂,700,92,14,3,5,48.9,24.0,24.0,,,,"2023-07-09 13:21",7/8/2023,,,0,0,0,3500,4.98%,3892,92.25%,92000,109,Marshtomp,,0,3.54%,3951,93.76%,73000,189,Swampert,Normal,0,,,,,,,,,
1135,Deino,,633,♀,284,66,0,11,9,44.4,11.0,11.0,,,,"2023-07-09 13:21",7/8/2023,,,0,0,0,1300,92.50%,308,97.56%,156000,175,Zweilous,,0,94.46%,228,97.98%,72000,195,Hydreigon,,0,89.91%,414,95.85%,28000,32,Deino,,0,
1136,Treecko,,252,♀,454,66,7,14,1,48.9,17.0,17.0,,,,"2023-07-09 13:20",7/8/2023,,,0,0,0,2200,77.63%,917,95.97%,16300,139,Sceptile,Normal,0,33.14%,2739,95.45%,200800,331,Sceptile,Normal,0,56.14%,1797,93.05%,6600,6,Treecko,,0,
1137,Ponyta,Galarian,77,♀,668,75,6,12,8,57.8,15.0,15.0,,,,"2023-07-09 13:20",7/8/2023,,,0,0,0,1900,78.75%,871,96.29%,190400,190,Ponyta,Galarian,0,68.42%,1294,96.41%,397400,318,Rapidash,Galarian,0,,,,,,,,,
1138,Swablu,,333,♂,638,105,7,4,14,55.6,32.0,32.0,,,,"2023-07-09 13:20",7/8/2023,,,0,0,0,6000,59.56%,1657,83.68%,378000,162,Swablu,,0,60.10%,1635,89.49%,378000,562,Altaria,Normal,0,,,,,,,,,
1139,Squirtle,,7,♂,622,93,7,1,7,33.3,27.0,27.0,,,,"2023-07-09 13:20",7/8/2023,,,0,0,0,4500,35.24%,2653,92.60%,428000,231,Wartortle,,0,33.82%,2711,94.77%,384000,331,Blastoise,Normal,0,,,,,,,,,
1140,Mudkip,,258,♀,637,92,1,10,8,42.2,23.0,23.0,,,,"2023-07-09 13:20",7/8/2023,,,0,0,0,3500,89.60%,427,97.34%,144000,169,Marshtomp,,0,93.55%,265,98.23%,113000,231,Swampert,Normal,0,,,,,,,,,
1141,Mudkip,,258,♂,459,79,2,14,11,60.0,16.0,16.0,,,,"2023-07-09 13:20",7/8/2023,,,0,0,0,1900,92.89%,292,97.67%,147600,163,Marshtomp,,0,95.82%,172,98.49%,126600,239,Swampert,Normal,0,84.15%,650,95.16%,3800,4,Mudkip,,0,
1142,Treecko,,252,♂,12,12,0,7,8,33.3,1.0,1.0,,,,"2023-07-09 13:20",7/8/2023,,,0,0,0,200,91.06%,367,96.97%,50000,185,Sceptile,Normal,0,87.64%,507,97.71%,280000,429,Sceptile,Normal,0,98.88%,47,98.16%,14600,49,Grovyle,,0,
1143,Squirtle,,7,♂,11,12,8,13,1,48.9,1.0,1.0,,,,"2023-07-09 13:20",7/8/2023,,,0,0,0,200,75.46%,1006,95.99%,62000,197,Blastoise,Normal,0,32.36%,2771,94.72%,434000,429,Blastoise,Normal,0,82.61%,713,95.30%,17200,53,Wartortle,,0,
1144,Bidoof,,399,♂,251,81,7,9,10,57.8,14.0,14.0,,,,"2023-07-09 13:20",7/8/2023,,,0,0,0,1600,71.04%,1187,96.20%,127600,166,Bibarel,,0,66.59%,1369,89.06%,499600,322,Bibarel,,0,53.92%,1888,92.06%,76100,70,Bidoof,,0,
1145,Torchic,,255,♀,272,59,7,1,13,46.7,10.0,10.0,,,,"2023-07-09 13:20",7/8/2023,,,0,0,0,1000,77.14%,937,96.48%,35000,163,Blaziken,Normal,0,38.66%,2513,95.44%,196000,323,Blaziken,Normal,0,38.56%,2517,91.29%,3300,29,Combusken,,0,
1146,Torchic,,255,♂,12,12,3,6,3,26.7,1.0,1.0,,,,"2023-07-09 13:20",7/8/2023,,,0,0,0,200,78.39%,886,96.56%,47500,183,Blaziken,Normal,0,42.22%,2367,95.57%,232000,375,Blaziken,Normal,0,94.85%,212,97.77%,4800,137,Blaziken,Normal,0,
1147,Meowth,Normal,52,♂,399,75,9,12,4,55.6,21.0,21.0,,,,"2023-07-09 13:19",7/8/2023,,,0,0,0,3000,49.38%,2074,94.93%,164000,216,Persian,Normal,0,65.59%,1410,88.74%,470000,294,Persian,Normal,0,43.39%,2319,91.41%,34000,30,Meowth,Normal,0,
1148,Mudkip,,258,♂,364,68,0,4,1,11.1,14.0,14.0,,,,"2023-07-09 13:19",7/8/2023,,,0,0,0,1600,87.40%,517,96.82%,24600,149,Swampert,Normal,0,75.29%,1013,97.14%,193600,319,Swampert,Normal,0,66.52%,1372,93.73%,19600,20,Mudkip,,0,
1149,Squirtle,,7,♀,278,62,11,8,14,73.3,11.0,11.0,,,,"2023-07-09 13:19",7/8/2023,,,0,0,0,1300,59.66%,1653,93.94%,358000,309,Wartortle,,0,48.69%,2102,95.41%,346000,409,Blastoise,Normal,0,41.34%,2403,91.68%,30500,34,Squirtle,,0,
1150,Bidoof,,399,♀,197,70,7,12,5,53.3,11.0,11.0,,,,"2023-07-09 13:19",7/8/2023,,,0,0,0,1300,75.26%,1014,96.45%,136000,178,Bibarel,,0,65.81%,1401,88.95%,508000,334,Bibarel,,0,54.26%,1874,92.07%,84500,82,Bidoof,,0,
1151,Squirtle,,7,♂,360,70,6,1,4,24.4,16.0,16.0,,,,"2023-07-09 13:19",7/8/2023,,,0,0,0,1900,33.58%,2721,93.97%,38100,160,Blastoise,Normal,0,47.45%,2153,95.35%,492600,389,Blastoise,Normal,0,45.96%,2214,92.04%,28600,26,Squirtle,,0,
1152,Togedemaru,,777,♂,142,35,8,0,1,20.0,3.0,3.0,,,,"2023-07-09 13:19",7/8/2023,,,0,0,0,400,20.20%,3269,93.50%,95700,98,Togedemaru,,0,3.17%,3966,80.48%,519200,300,Togedemaru,,0,29.28%,2897,90.42%,7200,12,Togedemaru,,0,
1153,Jigglypuff,,39,♂,512,192,6,5,10,46.7,31.0,31.0,,,,"2023-07-09 13:19",7/8/2023,,,0,0,0,6000,70.94%,1191,95.95%,0,50,Wigglytuff,,0,35.12%,2658,84.40%,390000,224,Wigglytuff,,0,,,,,,,,,
1154,Mudkip,,258,♂,730,102,0,11,13,53.3,26.0,26.0,,,,"2023-07-09 13:19",7/8/2023,,,0,0,0,4000,98.97%,43,98.77%,114000,141,Marshtomp,,0,99.32%,29,99.19%,84000,205,Swampert,Normal,0,,,,,,,,,
1155,Turtwig,,387,♂,438,72,12,13,0,55.6,14.0,14.0,,,,"2023-07-09 13:19",7/9/2023,,,0,0,0,1600,30.79%,2835,94.06%,94600,111,Grotle,,0,18.10%,3355,94.79%,127600,241,Torterra,,0,3.69%,3945,88.85%,5100,6,Turtwig,,0,
1156,Swellow,,277,♀,1107,99,12,14,8,75.6,21.0,21.0,,,,"2023-07-09 13:18",7/9/2023,,,0,0,0,3000,28.52%,2928,93.82%,51000,46,Swellow,,0,91.60%,345,93.66%,470000,244,Swellow,,0,,,,,,,,,
1157,Swellow,,277,,308,54,14,10,14,84.4,6.0,6.0,,,,"2023-07-07 18:20",6/28/2023,,,0,0,0,600,57.22%,1753,95.22%,97400,96,Swellow,,0,97.19%,116,95.92%,516400,294,Swellow,,0,14.75%,3492,89.41%,4400,6,Swellow,,0,
1158,Swellow,,277,♂,308,54,,,,37.6,6.5,6.5,Steel Wing,,,"2023-07-07 18:19",,21.8kg,0.74m,0,0,0,600,59.29%,142,97.97%,125800,119,Swellow,,0,27.83%,2207,86.68%,515800,293,Swellow,,0,61.97%,472,95.73%,5800,7,Swellow,,0,
1159,Swellow,,277,♀,346,57,4,14,9,60.0,7.0,7.0,Wing Attack,,,"2023-07-07 18:19",6/1/2023,17.67kg,0.68m,0,0,0,800,91.43%,352,97.30%,110200,106,Swellow,,0,76.17%,977,90.52%,515200,292,Swellow,,0,52.82%,1933,92.62%,4200,5,Swellow,,0,
1160,Solrock,,338,,1694,150,15,9,14,84.4,26.0,26.0,Rock Throw,,,"2023-07-07 18:19",6/21/2023,282.05kg,1.61m,0,0,0,4000,,,,,,,,,76.41%,967,95.99%,350000,214,Solrock,,0,,,,,,,,,
1161,Solrock,,338,,1691,146,15,13,8,80.0,26.0,26.0,Confusion,,,"2023-07-07 18:18",6/22/2023,225.49kg,1.45m,0,0,0,4000,,,,,,,,,79.85%,826,96.24%,364000,214,Solrock,,0,,,,,,,,,
1162,Starly,,396,♀,419,88,2,9,15,57.8,24.0,24.0,,,,"2023-07-07 18:18",5/17/2023,1.74kg,0.28m,0,0,0,3500,66.25%,1383,86.67%,451000,251,Staravia,,0,97.83%,90,98.80%,137000,263,Staraptor,,0,96.34%,151,96.92%,36500,32,Starly,,0,
1163,Spheal,,363,♂,641,129,1,13,15,64.4,27.0,27.0,,,,"2023-07-07 18:18",6/12/2023,31.91kg,0.72m,0,0,0,4500,98.32%,70,98.63%,131000,165,Sealeo,,0,96.04%,163,98.29%,158000,301,Walrein,,0,,,,,,,,,
1164,Spheal,,363,♂,513,108,2,15,1,40.0,22.0,22.0,,,,"2023-07-07 18:18",6/12/2023,44.58kg,0.85m,0,0,0,3000,91.58%,346,97.56%,194000,233,Sealeo,,0,85.23%,606,97.40%,224000,363,Walrein,,0,,,,,,,,,
1165,Spheal,,363,♂,34,30,1,1,13,33.3,2.0,2.0,,,,"2023-07-07 18:17",6/10/2023,64.25kg,0.98m,0,0,0,200,85.57%,592,96.92%,52600,186,Walrein,,0,81.64%,753,97.19%,311600,427,Walrein,,0,91.75%,339,96.31%,58600,67,Spheal,,0,
1166,Snorunt,,361,♂,535,95,12,12,15,86.7,22.0,22.0,,,,"2023-07-07 18:17",6/15/2023,10.72kg,0.61m,0,0,0,3000,73.72%,1077,96.24%,24000,121,Glalie,Normal,0,98.56%,60,96.64%,464000,338,Glalie,Normal,0,,,,,,,,,
1167,Snorunt,,361,♂,87,38,11,10,15,80.0,4.0,4.0,,,,"2023-07-07 18:17",6/1/2023,16.98kg,0.72m,0,0,0,400,40.98%,2418,94.58%,78400,181,Glalie,Normal,0,95.60%,181,94.98%,518400,398,Glalie,Normal,0,60.02%,1638,93.47%,5600,109,Glalie,Normal,0,
1168,Drifloon,,425,,630,128,13,13,13,86.7,19.0,19.0,,,,"2023-07-07 18:17",6/16/2023,,,0,0,0,3000,74.09%,1062,95.54%,19000,67,Drifblim,,0,78.19%,894,96.01%,355000,302,Drifblim,,0,,,,,,,,,
1169,Drifloon,,425,,432,105,13,14,12,86.7,13.0,13.0,,,,"2023-07-07 18:17",5/31/2023,,,0,0,0,1600,29.45%,2890,93.31%,38800,88,Drifblim,,0,76.56%,961,95.89%,364800,326,Drifblim,,0,76.63%,958,94.12%,6400,8,Drifloon,,0,
1170,Drifloon,,425,♀,432,105,,,,32.8,14.5,14.5,,,,"2023-07-07 18:17",,2.01kg,0.49m,0,0,0,1600,32.78%,219,97.30%,47000,94,Drifblim,,0,35.48%,629,96.52%,498000,320,Drifblim,,0,31.84%,618,94.93%,7300,8,Drifloon,,0,
1171,Finneon,,456,♀,40,24,10,14,12,80.0,2.0,2.0,,,,"2023-07-07 18:16",6/12/2023,7.06kg,0.38m,0,0,0,200,57.29%,1750,95.45%,119600,170,Lumineon,,0,94.29%,235,94.43%,519600,352,Lumineon,,0,78.71%,873,94.99%,9600,66,Lumineon,,0,
1172,Venipede,,543,,470,71,15,15,8,84.4,24.0,24.0,,,,"2023-07-07 18:16",6/21/2023,,,0,0,0,4500,96.97%,125,94.69%,451000,251,Whirlipede,,0,40.34%,2444,95.10%,265000,351,Scolipede,,0,38.80%,2507,90.70%,11000,9,Venipede,,0,
1173,Venipede,,543,,132,40,13,13,13,86.7,7.0,7.0,,,,"2023-07-07 18:16",6/21/2023,,,0,0,0,0,38.56%,2517,94.31%,48200,176,Scolipede,,0,63.00%,1516,96.08%,329200,417,Scolipede,,0,40.20%,2450,90.83%,75200,75,Venipede,,0,
1174,Venipede,,543,♀,132,40,,,,59.2,7.5,7.5,,,,"2023-07-07 18:16",,6kg,0.42m,0,0,0,800,37.62%,239,97.44%,53400,181,Scolipede,,0,52.00%,223,98.21%,428400,416,Scolipede,,0,48.56%,713,95.48%,0,125,Scolipede,,0,
1175,Solosis,,577,♀,546,74,1,7,11,42.2,16.0,16.0,,,,"2023-07-07 18:15",5/8/2023,0.38kg,0.23m,0,0,0,2200,95.85%,171,97.80%,82600,99,Duosion,,0,86.69%,546,97.72%,162600,281,Reuniclus,,0,,,,,,,,,
1176,Solosis,,577,,325,56,6,12,13,68.9,9.0,9.0,,,,"2023-07-07 18:15",4/18/2023,,,0,0,0,1000,95.09%,202,97.68%,88500,111,Duosion,,0,93.68%,260,98.25%,146000,263,Reuniclus,,0,85.32%,602,95.02%,10800,14,Solosis,,0,
1177,Solosis,,577,♀,325,56,,,,20.0,10.0,10.0,,,,"2023-07-07 18:15",,1.22kg,0.31m,0,0,0,1000,58.87%,1434,95.96%,35000,163,Reuniclus,,0,60.64%,998,97.14%,213000,345,Reuniclus,,0,82.09%,483,95.48%,0,25,Duosion,,0,
1178,Foongus,,590,♂,515,104,14,14,9,82.2,19.0,19.0,,,,"2023-07-07 18:15",6/21/2023,1.09kg,0.21m,0,0,0,2500,58.49%,1701,94.89%,36000,82,Amoonguss,,0,97.66%,97,96.53%,480000,302,Amoonguss,,0,,,,,,,,,
1179,Foongus,,590,♂,544,107,15,12,10,82.2,20.0,20.0,,,,"2023-07-07 18:15",6/21/2023,0.89kg,0.18m,0,0,0,2500,45.08%,2250,94.20%,31000,78,Amoonguss,,0,97.17%,117,96.28%,475000,298,Amoonguss,,0,,,,,,,,,
1180,Foongus,,590,♂,507,108,4,10,8,48.9,21.0,21.0,,,,"2023-07-07 18:15",5/10/2023,0.61kg,0.18m,0,0,0,3000,92.82%,295,97.17%,42000,88,Amoonguss,,0,46.86%,2177,88.04%,470000,294,Amoonguss,,0,,,,,,,,,
1181,Foongus,,590,♂,41,30,13,12,11,80.0,2.0,2.0,,,,"2023-07-07 18:15",6/18/2023,1.52kg,0.23m,0,0,0,200,34.04%,2702,93.63%,75600,132,Amoonguss,,0,95.70%,177,95.58%,519600,352,Amoonguss,,0,83.96%,658,95.24%,6800,63,Amoonguss,,0,
1182,Axew,,610,,627,76,9,15,9,73.3,17.0,17.0,,,,"2023-07-07 18:15",6/10/2023,,,0,0,0,2500,93.65%,261,97.44%,41300,62,Fraxure,,0,77.95%,904,97.00%,44800,165,Haxorus,,0,,,,,,,,,
1183,Axew,,610,♂,611,76,14,12,14,88.9,16.0,16.0,,,,"2023-07-07 18:15",6/10/2023,26.02kg,0.73m,0,0,0,2200,97.75%,93,97.79%,462600,264,Axew,,0,98.61%,58,98.05%,492600,289,Fraxure,,0,,,,,,,,,
1184,Axew,,610,,571,71,14,15,9,84.4,15.0,15.0,,,,"2023-07-07 18:15",6/10/2023,,,0,0,0,2200,97.46%,105,97.62%,481400,268,Axew,,0,97.97%,84,97.55%,496400,293,Fraxure,,0,,,,,,,,,
1185,Axew,,610,,562,72,13,12,10,77.8,15.0,15.0,,,,"2023-07-07 18:14",6/10/2023,,,0,0,0,2200,93.09%,284,95.92%,496400,268,Axew,,0,72.60%,1123,96.75%,52400,173,Haxorus,,0,,,,,,,,,
1186,Axew,,610,,546,75,4,14,15,73.3,15.0,15.0,,,,"2023-07-07 18:14",6/10/2023,,,0,0,0,2200,96.14%,159,97.84%,48900,70,Fraxure,,0,90.89%,374,97.80%,52400,173,Haxorus,,0,,,,,,,,,
1187,Axew,,610,,489,68,4,11,7,48.9,14.0,14.0,,,,"2023-07-07 18:14",6/10/2023,,,0,0,0,1900,90.48%,391,97.09%,59600,80,Fraxure,,0,90.87%,375,97.80%,63600,183,Haxorus,,0,63.86%,1481,93.56%,0,0,Axew,,0,
1188,Axew,,610,,485,68,9,15,12,80.0,13.0,13.0,,,,"2023-07-07 18:14",6/10/2023,,,0,0,0,1600,97.66%,97,97.75%,502800,276,Axew,,0,96.90%,128,98.52%,58800,181,Haxorus,,0,52.63%,1941,92.83%,0,0,Axew,,0,
1189,Axew,,610,♀,479,65,10,15,7,71.1,13.0,13.0,,,,"2023-07-07 18:14",5/9/2023,22.21kg,0.69m,0,0,0,1600,90.77%,379,95.04%,502800,276,Axew,,0,48.50%,2110,95.81%,58800,181,Haxorus,,0,87.99%,493,95.56%,1600,2,Axew,,0,
1190,Axew,,610,♂,1037,97,15,15,10,88.9,27.0,27.0,,,,"2023-07-07 18:14",6/10/2023,15.86kg,0.61m,0,0,0,4500,95.92%,168,97.04%,384000,206,Axew,,0,99.17%,35,98.65%,428000,231,Fraxure,,0,,,,,,,,,
1191,Axew,,610,♀,1154,104,14,12,11,82.2,31.0,31.0,,,,"2023-07-07 18:14",6/10/2023,18.07kg,0.69m,0,0,0,6000,96.58%,141,97.32%,390000,174,Axew,,0,95.21%,197,96.08%,390000,199,Fraxure,,0,,,,,,,,,
1192,Axew,,610,♀,1161,102,14,15,9,84.4,31.0,31.0,,,,"2023-07-07 18:13",6/10/2023,15.63kg,0.56m,0,0,0,6000,97.46%,105,97.62%,375000,174,Axew,,0,97.97%,84,97.55%,390000,199,Fraxure,,0,,,,,,,,,
1193,Axew,,610,,473,69,4,15,14,73.3,13.0,13.0,,,,"2023-07-07 18:13",6/10/2023,,,0,0,0,1600,95.38%,190,97.72%,55300,78,Fraxure,,0,88.01%,492,97.58%,58800,181,Haxorus,,0,92.60%,304,96.19%,1600,2,Axew,,0,
1194,Axew,,610,♀,473,69,,,,19.3,14.5,14.5,,,,"2023-07-07 18:13",,25.93kg,0.7m,0,0,0,1600,74.97%,641,96.56%,70000,89,Fraxure,,0,71.58%,707,97.26%,70000,189,Haxorus,,0,48.59%,1583,93.39%,1600,2,Axew,,0,
1195,Axew,,610,♀,357,57,6,14,6,57.8,10.0,10.0,,,,"2023-07-07 18:13",6/10/2023,12.39kg,0.55m,0,0,0,1000,83.83%,663,96.53%,66000,91,Fraxure,,0,69.96%,1231,96.64%,70000,194,Haxorus,,0,90.33%,397,95.85%,10400,14,Axew,,0,
1196,Haxorus,,612,,1564,103,6,13,10,64.4,16.0,16.0,,,,"2023-07-07 18:13",6/10/2023,,,0,0,0,2200,,,,,,,,,96.21%,156,98.40%,52600,47,Haxorus,,0,,,,,,,,,
1197,Fennekin,,653,♂,64,27,2,4,9,33.3,3.0,3.0,,,,"2023-07-07 18:13",5/21/2023,12.14kg,0.48m,0,0,0,400,58.53%,1699,95.65%,189200,217,Braixen,,0,83.86%,662,97.57%,153200,275,Delphox,,0,96.61%,140,97.77%,3400,132,Delphox,,0,
1198,Fennekin,,653,♂,120,38,0,12,13,55.6,5.0,5.0,,,,"2023-07-07 18:12",5/21/2023,13.62kg,0.46m,0,0,0,600,99.93%,4,99.60%,35400,167,Delphox,,0,98.49%,63,99.03%,133600,253,Delphox,,0,99.29%,30,98.30%,40100,46,Fennekin,,0,
1199,Bunnelby,,659,♂,98,49,0,9,15,53.3,8.0,8.0,,,,"2023-07-07 18:12",5/7/2023,10.28kg,0.55m,0,0,0,800,91.92%,332,97.02%,513600,340,Diggersby,,0,35.21%,2654,85.08%,513600,340,Diggersby,,0,97.39%,108,96.77%,513600,290,Bunnelby,,0,
1200,Bunnelby,,659,♂,286,79,4,15,14,73.3,21.0,21.0,,,,"2023-07-07 18:12",7/1/2023,7.24kg,0.44m,0,0,0,3000,97.70%,95,98.21%,384000,294,Diggersby,,0,81.54%,757,91.34%,470000,294,Diggersby,,0,98.07%,80,97.08%,296000,244,Bunnelby,,0,
1201,Fomantis,,753,♀,413,77,15,14,10,86.7,20.0,20.0,,,,"2023-07-07 18:11",5/30/2023,1.36kg,0.26m,0,0,0,2500,41.49%,2397,94.57%,11000,60,Lurantis,,0,56.92%,1765,95.10%,325000,298,Lurantis,,0,45.23%,2244,91.33%,24000,22,Fomantis,,0,
1202,Fomantis,,753,♂,593,92,15,13,9,82.2,29.0,29.0,,,,"2023-07-07 18:11",6/17/2023,1.62kg,0.3m,0,0,0,5000,97.22%,115,93.16%,410000,190,Fomantis,,0,58.14%,1715,95.16%,272000,240,Lurantis,,0,,,,,,,,,
1203,Fomantis,,753,,306,69,13,12,15,88.9,15.0,15.0,,,,"2023-07-07 18:11",6/23/2023,,,0,0,0,2200,52.63%,1941,95.07%,32400,80,Lurantis,,0,69.08%,1267,95.69%,346400,318,Lurantis,,0,72.41%,1131,93.46%,48900,45,Fomantis,,0,
1204,Bidoof,,399,,516,110,8,15,4,60.0,28.0,28.0,,,,"2023-07-07 18:08",7/7/2023,,,0,0,0,0,72.82%,1114,96.30%,35000,80,Bibarel,,0,79.58%,837,90.96%,419000,248,Bibarel,,0,,,,,,,,,
1205,Bidoof,,399,,110,54,3,4,2,20.0,7.0,7.0,,,,"2023-07-07 18:08",7/7/2023,,,0,0,0,0,55.02%,1843,95.38%,201200,254,Bibarel,,0,5.54%,3869,80.03%,515200,342,Bibarel,,0,77.39%,927,94.56%,7200,58,Bibarel,,0,
1206,Chikorita,,152,,732,98,12,4,5,46.7,31.0,31.0,,,,"2023-07-07 18:08",7/7/2023,,,0,0,0,10000,57.85%,1727,94.05%,375000,199,Bayleef,,0,20.27%,3266,93.38%,332000,299,Meganium,,0,,,,,,,,,
1207,Totodile,,158,,644,90,8,2,5,33.3,23.0,23.0,,,,"2023-07-07 18:07",7/7/2023,,,0,0,0,4000,13.31%,3551,92.87%,170000,203,Croconaw,,0,28.86%,2914,95.33%,152000,279,Feraligatr,,0,,,,,,,,,
1208,Swinub,,220,,241,69,10,6,7,51.1,13.0,13.0,,,,"2023-07-07 18:05",7/7/2023,,,0,1,0,1921,45.64%,2227,94.78%,62164,97,Piloswine,,1,70.89%,1193,95.87%,375600,235,Piloswine,,2,38.17%,2533,90.97%,89764,98,Swinub,,1,
1209,Chikorita,,152,,421,75,7,9,6,48.9,18.0,18.0,,,,"2023-07-07 18:03",7/7/2023,,,0,0,0,2500,67.72%,1323,94.65%,484400,281,Bayleef,,0,81.17%,772,96.45%,469400,381,Meganium,,0,46.35%,2198,92.19%,14400,12,Chikorita,,0,
1210,Growlithe,Normal,58,,306,63,10,15,14,86.7,9.0,9.0,,,,"2023-07-07 18:00",6/17/2023,,,0,0,0,1000,74.53%,1044,96.18%,25400,80,Arcanine,Normal,0,87.86%,498,97.72%,107000,152,Arcanine,Normal,0,88.79%,460,96.08%,14000,18,Growlithe,Normal,0,
1211,Growlithe,Normal,58,♂,306,63,,,,34.1,10.0,10.0,,,,"2023-07-07 18:00",,12.46kg,0.61m,0,0,0,1000,75.68%,117,98.24%,30000,84,Arcanine,Normal,0,49.46%,185,98.37%,151000,194,Arcanine,Normal,0,45.78%,582,95.73%,17400,22,Growlithe,Normal,0,
1212,Growlithe,Normal,58,,894,107,13,13,12,84.4,26.0,26.0,,,,"2023-07-07 18:00",6/12/2023,,,0,0,0,5000,97.36%,109,94.70%,436000,214,Growlithe,Normal,0,12.63%,3579,94.40%,26000,74,Arcanine,Normal,0,,,,,,,,,
1213,Skarmory,,227,,1426,115,5,13,6,53.3,26.0,26.0,,,,"2023-07-07 17:58",6/27/2023,,,0,0,0,5000,63.83%,1482,95.75%,8000,8,Skarmory,,0,51.97%,1968,88.71%,436000,214,Skarmory,,0,,,,,,,,,
1214,Buizel,,418,,66,31,10,1,1,26.7,3.0,3.0,,,,"2023-07-07 17:58",6/28/2023,,,0,0,0,0,24.10%,3109,93.63%,68200,124,Floatzel,,0,6.81%,3817,91.82%,519200,350,Floatzel,,0,44.54%,2272,91.94%,5600,60,Floatzel,,0,
1215,Plusle,,311,,413,67,5,5,14,53.3,9.0,9.0,,,,"2023-07-07 17:58",6/28/2023,,,0,0,0,1000,69.47%,1251,95.84%,167000,162,Plusle,,0,57.97%,1722,87.94%,512000,288,Plusle,,0,55.63%,1818,93.41%,3000,3,Plusle,,0,
